両国子育てひろば保育室,リョウゴクコソダテヒロバホイクシツ,墨田区横網一丁目2番13号,http://www.lifesupport.co.jp/facility/ryougoku-kosodate/,03-3621-6525,139.792409,35.69786
墨田みどり保育園,スミダミドリホイクエン,墨田区亀沢三丁目7番11号,http://www.sumidamidori.com/,03-3624-4508,139.803439,35.696406
ベタニヤホームおひさま保育室,ベタニヤホームオヒサマホイクシツ,墨田区江東橋五丁目4番1号,http://ベタニヤホーム.jp/おひさま保育室/,03-6659-2777,139.8109075,35.6891793
そらまめ東あずま駅前園,ソラマメヒガシアズマエキマエエン,墨田区立花二丁目26番2号,http://www.soramame-kids.jp/cn42/pg591.html,03-6657-0936,139.831455,35.707017
はなみずき保育室,ハナミズキホイクシツ,墨田区八広三丁目7番18号,https://hanamizuki-hoikushitsu.jimdo.com/,03-4283-9725,139.826203,35.72101
